District,,0-39 are actual districts,17012
43,,41 is out of state,1168
43,,42 is inconclusive location,1140
43,,43 is bad address,3815
43,,,
12,,,
13,,,
9,,,
43,,,
13,,,
13,,,
24,,,
12,,,
20,,,
13,,,
12,,,
12,,,
43,,,
12,,,
12,,,
12,,,
12,,,
12,,,
9,,,
12,,,
12,,,
42,,,
25,,,
25,,,
12,,,
43,,,
42,,,
6,,,
12,,,
30,,,
13,,,
7,,,
33,,,
11,,,
43,,,
2,,,
7,,,
0,,,
42,,,
28,,,
39,,,
31,,,
24,,,
5,,,
41,,,
42,,,
11,,,
13,,,
41,,,
17,,,
12,,,
43,,,
32,,,
20,,,
8,,,
43,,,
9,,,
7,,,
43,,,
39,,,
43,,,
12,,,
27,,,
12,,,
12,,,
12,,,
13,,,
13,,,
11,,,
12,,,
43,,,
12,,,
43,,,
12,,,
13,,,
27,,,
12,,,
12,,,
24,,,
12,,,
12,,,
42,,,
12,,,
12,,,
15,,,
30,,,
30,,,
12,,,
43,,,
12,,,
13,,,
25,,,
42,,,
12,,,
12,,,
12,,,
12,,,
12,,,
43,,,
12,,,
12,,,
12,,,
17,,,
33,,,
3,,,
32,,,
2,,,
43,,,
12,,,
9,,,
13,,,
43,,,
15,,,
43,,,
12,,,
12,,,
27,,,
20,,,
29,,,
31,,,
33,,,
17,,,
33,,,
42,,,
42,,,
34,,,
16,,,
15,,,
4,,,
7,,,
42,,,
43,,,
12,,,
33,,,
42,,,
16,,,
43,,,
42,,,
29,,,
27,,,
43,,,
42,,,
8,,,
43,,,
43,,,
43,,,
42,,,
32,,,
42,,,
33,,,
42,,,
31,,,
3,,,
18,,,
39,,,
31,,,
12,,,
42,,,
31,,,
9,,,
17,,,
3,,,
28,,,
11,,,
42,,,
25,,,
12,,,
12,,,
3,,,
34,,,
17,,,
42,,,
43,,,
42,,,
43,,,
43,,,
43,,,
30,,,
9,,,
4,,,
30,,,
30,,,
4,,,
11,,,
27,,,
42,,,
12,,,
13,,,
25,,,
13,,,
43,,,
18,,,
3,,,
25,,,
43,,,
42,,,
12,,,
18,,,
28,,,
43,,,
11,,,
39,,,
12,,,
42,,,
42,,,
43,,,
24,,,
7,,,
33,,,
9,,,
29,,,
2,,,
31,,,
13,,,
24,,,
6,,,
41,,,
27,,,
12,,,
13,,,
17,,,
43,,,
43,,,
20,,,
43,,,
9,,,
13,,,
13,,,
43,,,
12,,,
12,,,
12,,,
12,,,
31,,,
30,,,
6,,,
12,,,
43,,,
12,,,
13,,,
42,,,
33,,,
12,,,
12,,,
12,,,
12,,,
42,,,
30,,,
28,,,
12,,,
43,,,
11,,,
12,,,
12,,,
31,,,
41,,,
12,,,
12,,,
12,,,
43,,,
43,,,
43,,,
43,,,
43,,,
13,,,
30,,,
41,,,
5,,,
12,,,
13,,,
12,,,
12,,,
12,,,
12,,,
12,,,
12,,,
43,,,
12,,,
12,,,
12,,,
30,,,
6,,,
6,,,
28,,,
43,,,
42,,,
30,,,
31,,,
42,,,
33,,,
17,,,
31,,,
30,,,
7,,,
34,,,
43,,,
17,,,
42,,,
42,,,
12,,,
13,,,
30,,,
43,,,
33,,,
43,,,
30,,,
17,,,
30,,,
13,,,
30,,,
42,,,
6,,,
43,,,
31,,,
25,,,
29,,,
34,,,
12,,,
11,,,
43,,,
31,,,
31,,,
13,,,
30,,,
30,,,
17,,,
43,,,
15,,,
7,,,
13,,,
30,,,
6,,,
43,,,
25,,,
12,,,
12,,,
11,,,
4,,,
42,,,
6,,,
42,,,
16,,,
13,,,
2,,,
29,,,
43,,,
18,,,
3,,,
43,,,
42,,,
43,,,
42,,,
42,,,
11,,,
43,,,
11,,,
42,,,
42,,,
11,,,
25,,,
33,,,
33,,,
43,,,
32,,,
42,,,
12,,,
43,,,
2,,,
20,,,
7,,,
17,,,
43,,,
43,,,
12,,,
28,,,
31,,,
13,,,
42,,,
32,,,
12,,,
43,,,
12,,,
13,,,
43,,,
11,,,
12,,,
27,,,
43,,,
43,,,
30,,,
12,,,
11,,,
12,,,
18,,,
2,,,
43,,,
42,,,
27,,,
24,,,
11,,,
30,,,
9,,,
2,,,
9,,,
6,,,
41,,,
12,,,
27,,,
12,,,
11,,,
30,,,
13,,,
17,,,
4,,,
43,,,
43,,,
43,,,
43,,,
9,,,
43,,,
43,,,
43,,,
30,,,
12,,,
43,,,
18,,,
12,,,
13,,,
12,,,
12,,,
12,,,
12,,,
20,,,
8,,,
4,,,
12,,,
16,,,
34,,,
43,,,
43,,,
43,,,
9,,,
25,,,
12,,,
43,,,
43,,,
43,,,
13,,,
12,,,
12,,,
12,,,
20,,,
12,,,
28,,,
43,,,
9,,,
43,,,
12,,,
33,,,
27,,,
43,,,
18,,,
12,,,
30,,,
43,,,
43,,,
5,,,
33,,,
42,,,
4,,,
42,,,
43,,,
16,,,
1,,,
43,,,
43,,,
18,,,
16,,,
11,,,
43,,,
43,,,
9,,,
12,,,
43,,,
13,,,
43,,,
12,,,
25,,,
20,,,
13,,,
30,,,
12,,,
43,,,
12,,,
43,,,
12,,,
12,,,
12,,,
43,,,
43,,,
12,,,
5,,,
12,,,
12,,,
43,,,
12,,,
43,,,
13,,,
43,,,
43,,,
43,,,
30,,,
43,,,
10,,,
28,,,
15,,,
17,,,
33,,,
27,,,
43,,,
12,,,
30,,,
43,,,
17,,,
13,,,
30,,,
43,,,
43,,,
11,,,
32,,,
30,,,
11,,,
43,,,
43,,,
43,,,
18,,,
30,,,
42,,,
11,,,
15,,,
27,,,
1,,,
12,,,
12,,,
16,,,
1,,,
11,,,
43,,,
12,,,
6,,,
43,,,
43,,,
13,,,
12,,,
12,,,
6,,,
26,,,
9,,,
12,,,
43,,,
26,,,
42,,,
13,,,
12,,,
9,,,
43,,,
13,,,
43,,,
43,,,
13,,,
12,,,
43,,,
30,,,
13,,,
12,,,
12,,,
12,,,
12,,,
12,,,
12,,,
12,,,
43,,,
13,,,
12,,,
3,,,
12,,,
31,,,
43,,,
3,,,
31,,,
30,,,
29,,,
43,,,
30,,,
18,,,
12,,,
11,,,
18,,,
43,,,
42,,,
43,,,
30,,,
36,,,
12,,,
13,,,
18,,,
42,,,
4,,,
12,,,
12,,,
11,,,
12,,,
3,,,
31,,,
43,,,
43,,,
12,,,
11,,,
43,,,
43,,,
31,,,
43,,,
11,,,
29,,,
29,,,
11,,,
12,,,
12,,,
12,,,
43,,,
30,,,
4,,,
30,,,
11,,,
43,,,
11,,,
12,,,
12,,,
13,,,
12,,,
12,,,
12,,,
12,,,
11,,,
43,,,
43,,,
30,,,
12,,,
12,,,
12,,,
38,,,
12,,,
43,,,
12,,,
4,,,
12,,,
12,,,
1,,,
25,,,
43,,,
43,,,
41,,,
3,,,
41,,,
43,,,
7,,,
31,,,
38,,,
42,,,
42,,,
3,,,
43,,,
6,,,
31,,,
6,,,
13,,,
29,,,
6,,,
12,,,
7,,,
43,,,
13,,,
32,,,
43,,,
6,,,
13,,,
43,,,
42,,,
14,,,
43,,,
43,,,
33,,,
14,,,
43,,,
6,,,
42,,,
24,,,
42,,,
27,,,
5,,,
8,,,
4,,,
30,,,
43,,,
43,,,
38,,,
12,,,
39,,,
9,,,
16,,,
32,,,
43,,,
12,,,
12,,,
4,,,
43,,,
0,,,
37,,,
18,,,
43,,,
42,,,
16,,,
30,,,
6,,,
43,,,
30,,,
13,,,
17,,,
6,,,
7,,,
30,,,
17,,,
15,,,
21,,,
3,,,
3,,,
2,,,
13,,,
42,,,
7,,,
6,,,
3,,,
41,,,
42,,,
8,,,
25,,,
42,,,
2,,,
34,,,
42,,,
43,,,
4,,,
13,,,
3,,,
43,,,
31,,,
43,,,
43,,,
42,,,
13,,,
12,,,
20,,,
12,,,
30,,,
12,,,
5,,,
31,,,
12,,,
18,,,
18,,,
12,,,
30,,,
30,,,
11,,,
12,,,
13,,,
11,,,
12,,,
12,,,
11,,,
8,,,
12,,,
7,,,
7,,,
25,,,
12,,,
11,,,
42,,,
7,,,
42,,,
11,,,
11,,,
20,,,
43,,,
11,,,
3,,,
11,,,
11,,,
11,,,
18,,,
11,,,
11,,,
11,,,
11,,,
43,,,
11,,,
6,,,
11,,,
42,,,
11,,,
11,,,
11,,,
25,,,
11,,,
42,,,
11,,,
11,,,
11,,,
11,,,
11,,,
6,,,
11,,,
11,,,
11,,,
43,,,
43,,,
11,,,
11,,,
11,,,
4,,,
11,,,
11,,,
11,,,
6,,,
11,,,
11,,,
11,,,
43,,,
11,,,
4,,,
11,,,
11,,,
11,,,
11,,,
43,,,
11,,,
11,,,
9,,,
11,,,
11,,,
11,,,
6,,,
11,,,
43,,,
43,,,
42,,,
7,,,
31,,,
11,,,
15,,,
1,,,
31,,,
43,,,
8,,,
11,,,
43,,,
9,,,
30,,,
9,,,
43,,,
21,,,
34,,,
39,,,
43,,,
43,,,
23,,,
43,,,
30,,,
43,,,
19,,,
43,,,
12,,,
6,,,
11,,,
11,,,
25,,,
6,,,
11,,,
11,,,
11,,,
43,,,
11,,,
11,,,
11,,,
6,,,
18,,,
11,,,
4,,,
43,,,
43,,,
13,,,
11,,,
16,,,
43,,,
11,,,
11,,,
7,,,
11,,,
13,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
11,,,
31,,,
11,,,
11,,,
11,,,
42,,,
11,,,
43,,,
11,,,
20,,,
11,,,
11,,,
11,,,
